Feature,LIME Weight,Predicted Close t+1,Date_dt,Model,Coin,Scope,Date
Close_t-0,7.383402500060912,7.383402500060912,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-1,7.345633378233444,7.345633378233444,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-2,6.923759625520429,6.923759625520429,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-3,6.499956095195043,6.499956095195043,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-4,6.392981907324305,6.392981907324305,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
BTC_t-3,5.802552132297233,5.802552132297233,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-5,5.691675253606797,5.691675253606797,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-6,5.338780130118265,5.338780130118265,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-7,5.196058952621945,5.196058952621945,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-10,4.9876683655416105,4.9876683655416105,2021-12-13 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-13
Close_t-1,7.034798669184551,7.034798669184551,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-0,6.961253697966511,6.961253697966511,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-2,6.534770746818684,6.534770746818684,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-3,6.144162152200399,6.144162152200399,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-4,5.822685289401934,5.822685289401934,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-5,5.55264706271509,5.55264706271509,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
BTC_t-2,5.504028468198942,5.504028468198942,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
BTC_t-3,5.418493909020348,5.418493909020348,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-6,5.182108666024492,5.182108666024492,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-7,5.004505849339349,5.004505849339349,2021-12-14 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-14
Close_t-0,6.831273757684572,6.831273757684572,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-1,6.586561911959072,6.586561911959072,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-2,6.352110055533158,6.352110055533158,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-3,6.083931265444008,6.083931265444008,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-4,5.721801327932801,5.721801327932801,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
BTC_t-2,5.481471809874369,5.481471809874369,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
BTC_t-3,5.457882450643741,5.457882450643741,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-5,5.36885757176724,5.36885757176724,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-6,5.162005939924683,5.162005939924683,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-7,4.694344876743868,4.694344876743868,2021-12-15 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-15
Close_t-0,7.31810978260401,7.31810978260401,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-1,6.874037482249257,6.874037482249257,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-2,6.336201737953863,6.336201737953863,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-3,6.134165600311349,6.134165600311349,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-4,5.810819468273404,5.810819468273404,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
BTC_t-3,5.273980241568733,5.273980241568733,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
BTC_t-4,5.222585697923027,5.222585697923027,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-5,5.164160490311291,5.164160490311291,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-7,4.888927896106691,4.888927896106691,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-6,4.8418249489347085,4.8418249489347085,2021-12-16 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-16
Close_t-0,7.224679709965519,7.224679709965519,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-1,7.201989989733693,7.201989989733693,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-2,6.818934623230264,6.818934623230264,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-4,6.251667166589843,6.251667166589843,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-3,6.217237601617888,6.217237601617888,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
BTC_t-4,5.854530466299059,5.854530466299059,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-5,5.602442793492247,5.602442793492247,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-6,5.274539090690102,5.274539090690102,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-7,4.863864922756658,4.863864922756658,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-8,4.773789123877048,4.773789123877048,2021-12-17 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-17
Close_t-0,6.978683057113367,6.978683057113367,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-1,6.664690529102121,6.664690529102121,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-2,6.3877621096509625,6.3877621096509625,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-3,5.871945160121835,5.871945160121835,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-4,5.698611384995879,5.698611384995879,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-5,5.068495152807329,5.068495152807329,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-6,4.872602535458903,4.872602535458903,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
BTC_t-4,4.797386214900548,4.797386214900548,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
BTC_t-3,4.7812583742949,4.7812583742949,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
BTC_t-2,4.708647626093994,4.708647626093994,2021-12-18 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-18
Close_t-0,7.204114242364294,7.204114242364294,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-1,6.770828225323755,6.770828225323755,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-2,6.681471309899735,6.681471309899735,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-3,6.13018046358342,6.13018046358342,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-4,5.755860009387946,5.755860009387946,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-6,5.22826606751284,5.22826606751284,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
BTC_t-2,5.210514943351317,5.210514943351317,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-5,5.074960999584083,5.074960999584083,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
BTC_t-3,5.016892569095544,5.016892569095544,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-7,4.597483815938222,4.597483815938222,2021-12-19 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-19
Close_t-0,7.04532058262688,7.04532058262688,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-1,6.7785891515047085,6.7785891515047085,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-2,6.274352964971627,6.274352964971627,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-3,6.066236420030566,6.066236420030566,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-4,5.958401251157935,5.958401251157935,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
BTC_t-3,5.320531117174252,5.320531117174252,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-5,5.246324398262382,5.246324398262382,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
BTC_t-2,5.059482330587149,5.059482330587149,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-6,4.816945414208805,4.816945414208805,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-7,4.816016056580692,4.816016056580692,2021-12-20 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-20
Close_t-0,7.01592594113045,7.01592594113045,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-1,6.803559748220535,6.803559748220535,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-2,6.679931914414665,6.679931914414665,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-3,6.122227994159694,6.122227994159694,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-4,5.716462902249813,5.716462902249813,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-5,5.337882003348463,5.337882003348463,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
BTC_t-2,5.266640046711303,5.266640046711303,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
BTC_t-3,5.029670522365247,5.029670522365247,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-6,4.962167210785331,4.962167210785331,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-7,4.60950631532382,4.60950631532382,2021-12-21 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-21
Close_t-0,6.989176660320945,6.989176660320945,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-1,6.8768306640458645,6.8768306640458645,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-2,6.52086717648851,6.52086717648851,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-3,5.936943044964436,5.936943044964436,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-4,5.645115464595713,5.645115464595713,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-5,5.370720526977899,5.370720526977899,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
BTC_t-3,5.036164236619266,5.036164236619266,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
BTC_t-2,4.992293772619448,4.992293772619448,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-6,4.961010927240437,4.961010927240437,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-7,4.666695361934285,4.666695361934285,2021-12-22 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-22
Close_t-1,6.874467747329877,6.874467747329877,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-0,6.823371982929436,6.823371982929436,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-2,6.424607204561164,6.424607204561164,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-3,6.0122954010838745,6.0122954010838745,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-4,5.592168892592642,5.592168892592642,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-5,5.343352427217072,5.343352427217072,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
BTC_t-3,5.012136503028747,5.012136503028747,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
BTC_t-1,5.011874408047506,5.011874408047506,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-6,4.972027817627971,4.972027817627971,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-7,4.498058626207952,4.498058626207952,2021-12-23 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-23
Close_t-0,7.214156138023448,7.214156138023448,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-1,6.626182123673187,6.626182123673187,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-2,6.179566191140698,6.179566191140698,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-3,5.953662469670622,5.953662469670622,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-4,5.583385430965155,5.583385430965155,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-5,4.880368685613865,4.880368685613865,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
BTC_t-3,4.752598531022577,4.752598531022577,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-6,4.670118761521998,4.670118761521998,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
BTC_t-1,4.59661498849679,4.59661498849679,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
BTC_t-2,4.441899488028094,4.441899488028094,2021-12-24 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-24
Close_t-0,6.803193485985898,6.803193485985898,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-1,6.674496932250774,6.674496932250774,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-2,6.095890144896329,6.095890144896329,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-3,5.640641503754464,5.640641503754464,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-4,5.471613457588116,5.471613457588116,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-5,5.308313439443197,5.308313439443197,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
BTC_t-2,4.654716058567792,4.654716058567792,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
BTC_t-3,4.650244205311194,4.650244205311194,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
BTC_t-1,4.55397741139746,4.55397741139746,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-6,4.507233520331442,4.507233520331442,2021-12-25 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-25
Close_t-0,6.718940330619656,6.718940330619656,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-1,6.696345404206652,6.696345404206652,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-2,6.212090642056944,6.212090642056944,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-3,5.786028004347706,5.786028004347706,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-4,5.396752420194892,5.396752420194892,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-5,5.087843926137713,5.087843926137713,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-6,4.631456956521025,4.631456956521025,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
BTC_t-1,4.581602295294149,4.581602295294149,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
BTC_t-2,4.483461656237044,4.483461656237044,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
BTC_t-3,4.434651176215631,4.434651176215631,2021-12-26 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-26
Close_t-1,6.809260525343591,6.809260525343591,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-0,6.641953212430027,6.641953212430027,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-2,6.613275851737601,6.613275851737601,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-3,6.066884861570756,6.066884861570756,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-4,5.446700436916777,5.446700436916777,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-5,5.325364082131554,5.325364082131554,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
BTC_t-2,4.964714978788319,4.964714978788319,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
BTC_t-3,4.93924872335423,4.93924872335423,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-6,4.811185800634637,4.811185800634637,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-7,4.481287877042608,4.481287877042608,2021-12-27 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-27
Close_t-0,7.023123942946718,7.023123942946718,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-1,6.65531547267428,6.65531547267428,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-2,6.194366244449836,6.194366244449836,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-3,5.9931190832008685,5.9931190832008685,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-4,5.76389030816966,5.76389030816966,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-5,5.124645092405854,5.124645092405854,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-6,4.91360885797655,4.91360885797655,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
BTC_t-3,4.899032120568173,4.899032120568173,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
BTC_t-2,4.883387257928687,4.883387257928687,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-7,4.475143398906439,4.475143398906439,2021-12-28 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-28
Close_t-0,6.77220800274651,6.77220800274651,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-1,6.720575506139043,6.720575506139043,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-2,6.056161364323724,6.056161364323724,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-3,6.021976222010831,6.021976222010831,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-4,5.697243375934455,5.697243375934455,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-5,5.160832542802071,5.160832542802071,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-6,4.782128645041514,4.782128645041514,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
BTC_t-2,4.619315890063991,4.619315890063991,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
BTC_t-4,4.358590424967093,4.358590424967093,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
BTC_t-3,4.278250075960084,4.278250075960084,2021-12-29 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-29
Close_t-0,6.88842389562973,6.88842389562973,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-1,6.431459148811674,6.431459148811674,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-2,6.2188619919990025,6.2188619919990025,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-3,5.824079172285348,5.824079172285348,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-4,5.368503107766979,5.368503107766979,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-5,4.986249406177299,4.986249406177299,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
BTC_t-3,4.644206496047572,4.644206496047572,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-6,4.60632766286572,4.60632766286572,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
BTC_t-4,4.594980149052296,4.594980149052296,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
BTC_t-2,4.314144075911277,4.314144075911277,2021-12-30 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-30
Close_t-0,6.934574244802945,6.934574244802945,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-1,6.543380496824929,6.543380496824929,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-2,6.382984269366921,6.382984269366921,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-3,5.976065380598373,5.976065380598373,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-4,5.716529631982936,5.716529631982936,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-5,5.182017372040482,5.182017372040482,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-6,5.025564611327948,5.025564611327948,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
BTC_t-3,4.913943951873843,4.913943951873843,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
BTC_t-2,4.655412743476232,4.655412743476232,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-7,4.560788134256361,4.560788134256361,2021-12-31 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2021-12-31
Close_t-0,6.9620636357721954,6.9620636357721954,2022-01-01 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2022-01-01
Close_t-1,6.559908929467488,6.559908929467488,2022-01-01 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2022-01-01
Close_t-2,6.418407998999323,6.418407998999323,2022-01-01 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2022-01-01
Close_t-4,5.860441944511418,5.860441944511418,2022-01-01 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2022-01-01
Close_t-3,5.778835109134839,5.778835109134839,2022-01-01 00:00:00,Bidirectional LSTM,LTC - Litecoin,1 day ahead,2022-01-01
