,Feature,Importance,Metric,Ticker,Model,Scope
268,Volume t-46,6.597172724057826e-06,mae,BTC,Bidirectional LSTM,1 day ahead
90,Gtrend t-15,7.1343085537231565e-06,mae,BTC,Bidirectional LSTM,1 day ahead
92,Gtrend t-14,7.253640318571203e-06,mae,BTC,Bidirectional LSTM,1 day ahead
264,Volume t-48,7.287239375181054e-06,mae,BTC,Bidirectional LSTM,1 day ahead
154,TYX t-43,9.442233059504118e-06,mae,BTC,Bidirectional LSTM,1 day ahead
142,TYX t-49,1.1188036774936044e-05,mae,BTC,Bidirectional LSTM,1 day ahead
258,Volume t-51,1.1586081491758715e-05,mae,BTC,Bidirectional LSTM,1 day ahead
152,TYX t-44,1.3056438263148867e-05,mae,BTC,Bidirectional LSTM,1 day ahead
148,TYX t-46,1.4392306669833849e-05,mae,BTC,Bidirectional LSTM,1 day ahead
146,TYX t-47,1.444706361587722e-05,mae,BTC,Bidirectional LSTM,1 day ahead
450,Close t-15,1.8023750553392698e-05,mae,BTC,Bidirectional LSTM,1 day ahead
150,TYX t-45,1.823338743758493e-05,mae,BTC,Bidirectional LSTM,1 day ahead
358,Volume t-1,2.1179163292663755e-05,mae,BTC,Bidirectional LSTM,1 day ahead
122,TYX t-59,2.1657755930128836e-05,mae,BTC,Bidirectional LSTM,1 day ahead
138,TYX t-51,2.3309498617094665e-05,mae,BTC,Bidirectional LSTM,1 day ahead
144,TYX t-48,2.625707077653569e-05,mae,BTC,Bidirectional LSTM,1 day ahead
132,TYX t-54,3.2399533546133286e-05,mae,BTC,Bidirectional LSTM,1 day ahead
452,Close t-14,3.6158482259698865e-05,mae,BTC,Bidirectional LSTM,1 day ahead
140,TYX t-50,3.632335630181921e-05,mae,BTC,Bidirectional LSTM,1 day ahead
134,TYX t-53,3.756190816017052e-05,mae,BTC,Bidirectional LSTM,1 day ahead
124,TYX t-58,3.9074192308401895e-05,mae,BTC,Bidirectional LSTM,1 day ahead
136,TYX t-52,4.222103177684705e-05,mae,BTC,Bidirectional LSTM,1 day ahead
454,Close t-13,4.666848735774068e-05,mae,BTC,Bidirectional LSTM,1 day ahead
128,TYX t-56,4.9420894951753e-05,mae,BTC,Bidirectional LSTM,1 day ahead
456,Close t-12,5.3336049070686065e-05,mae,BTC,Bidirectional LSTM,1 day ahead
126,TYX t-57,5.915719120051441e-05,mae,BTC,Bidirectional LSTM,1 day ahead
130,TYX t-55,6.280928209618022e-05,mae,BTC,Bidirectional LSTM,1 day ahead
458,Close t-11,7.069702834299266e-05,mae,BTC,Bidirectional LSTM,1 day ahead
234,TYX t-3,9.984895429970136e-05,mae,BTC,Bidirectional LSTM,1 day ahead
236,TYX t-2,0.0004289471521381448,mae,BTC,Bidirectional LSTM,1 day ahead
472,Close t-4,0.0004901445367066389,mae,BTC,Bidirectional LSTM,1 day ahead
474,Close t-3,0.009342132225064692,mae,BTC,Bidirectional LSTM,1 day ahead
476,Close t-2,0.028262068360726575,mae,BTC,Bidirectional LSTM,1 day ahead
478,Close t-1,0.07132493431659043,mae,BTC,Bidirectional LSTM,1 day ahead
117,Gtrend t-2,-0.00010331624029738702,mse,BTC,Bidirectional LSTM,1 day ahead
119,Gtrend t-1,-8.988155851065113e-05,mse,BTC,Bidirectional LSTM,1 day ahead
115,Gtrend t-3,-8.655999792023966e-05,mse,BTC,Bidirectional LSTM,1 day ahead
113,Gtrend t-4,-7.761105088483801e-05,mse,BTC,Bidirectional LSTM,1 day ahead
469,Close t-6,-6.827169856040804e-05,mse,BTC,Bidirectional LSTM,1 day ahead
471,Close t-5,-6.802669580815773e-05,mse,BTC,Bidirectional LSTM,1 day ahead
111,Gtrend t-5,-6.158675062826547e-05,mse,BTC,Bidirectional LSTM,1 day ahead
467,Close t-7,-5.331262870889356e-05,mse,BTC,Bidirectional LSTM,1 day ahead
109,Gtrend t-6,-3.835301508863247e-05,mse,BTC,Bidirectional LSTM,1 day ahead
465,Close t-8,-3.304652944108441e-05,mse,BTC,Bidirectional LSTM,1 day ahead
231,TYX t-5,-2.5837286619620524e-05,mse,BTC,Bidirectional LSTM,1 day ahead
233,TYX t-4,-2.5782348686132286e-05,mse,BTC,Bidirectional LSTM,1 day ahead
229,TYX t-6,-2.148863405374078e-05,mse,BTC,Bidirectional LSTM,1 day ahead
107,Gtrend t-7,-1.8788453261400035e-05,mse,BTC,Bidirectional LSTM,1 day ahead
373,Close t-54,-1.8689078725624446e-05,mse,BTC,Bidirectional LSTM,1 day ahead
239,TYX t-1,-1.723092636235924e-05,mse,BTC,Bidirectional LSTM,1 day ahead
371,Close t-55,-1.692198832579212e-05,mse,BTC,Bidirectional LSTM,1 day ahead
367,Close t-57,-1.6190785678954316e-05,mse,BTC,Bidirectional LSTM,1 day ahead
227,TYX t-7,-1.4965719486345532e-05,mse,BTC,Bidirectional LSTM,1 day ahead
363,Close t-59,-1.4455490128138836e-05,mse,BTC,Bidirectional LSTM,1 day ahead
369,Close t-56,-1.3497562849907425e-05,mse,BTC,Bidirectional LSTM,1 day ahead
365,Close t-58,-1.2399456647313673e-05,mse,BTC,Bidirectional LSTM,1 day ahead
375,Close t-53,-1.1503908734999957e-05,mse,BTC,Bidirectional LSTM,1 day ahead
361,Close t-60,-1.1228337519237014e-05,mse,BTC,Bidirectional LSTM,1 day ahead
377,Close t-52,-1.0893263002216026e-05,mse,BTC,Bidirectional LSTM,1 day ahead
379,Close t-51,-1.0819748538366076e-05,mse,BTC,Bidirectional LSTM,1 day ahead
463,Close t-9,-1.034167225502777e-05,mse,BTC,Bidirectional LSTM,1 day ahead
381,Close t-50,-9.314647741096287e-06,mse,BTC,Bidirectional LSTM,1 day ahead
105,Gtrend t-8,-8.62252400986004e-06,mse,BTC,Bidirectional LSTM,1 day ahead
225,TYX t-8,-7.396465930570393e-06,mse,BTC,Bidirectional LSTM,1 day ahead
461,Close t-10,-5.9894542148084245e-06,mse,BTC,Bidirectional LSTM,1 day ahead
385,Close t-48,-5.939500625143715e-06,mse,BTC,Bidirectional LSTM,1 day ahead
383,Close t-49,-4.871779948322332e-06,mse,BTC,Bidirectional LSTM,1 day ahead
389,Close t-46,-4.47073727846475e-06,mse,BTC,Bidirectional LSTM,1 day ahead
103,Gtrend t-9,-4.165355571199422e-06,mse,BTC,Bidirectional LSTM,1 day ahead
223,TYX t-9,-3.8038846085078955e-06,mse,BTC,Bidirectional LSTM,1 day ahead
101,Gtrend t-10,-3.7347403664480822e-06,mse,BTC,Bidirectional LSTM,1 day ahead
353,Volume t-4,-3.5491803344089076e-06,mse,BTC,Bidirectional LSTM,1 day ahead
355,Volume t-3,-3.5022614333834676e-06,mse,BTC,Bidirectional LSTM,1 day ahead
387,Close t-47,-3.502254720950124e-06,mse,BTC,Bidirectional LSTM,1 day ahead
391,Close t-45,-3.2803629840439004e-06,mse,BTC,Bidirectional LSTM,1 day ahead
349,Volume t-6,-2.861596115345073e-06,mse,BTC,Bidirectional LSTM,1 day ahead
395,Close t-43,-1.7631605650748026e-06,mse,BTC,Bidirectional LSTM,1 day ahead
351,Volume t-5,-1.6339226434228336e-06,mse,BTC,Bidirectional LSTM,1 day ahead
357,Volume t-2,-1.5819260650098976e-06,mse,BTC,Bidirectional LSTM,1 day ahead
397,Close t-42,-1.487441713709332e-06,mse,BTC,Bidirectional LSTM,1 day ahead
221,TYX t-10,-1.443343810241188e-06,mse,BTC,Bidirectional LSTM,1 day ahead
241,Volume t-60,-1.4162968670814423e-06,mse,BTC,Bidirectional LSTM,1 day ahead
399,Close t-41,-1.3690551469969746e-06,mse,BTC,Bidirectional LSTM,1 day ahead
345,Volume t-8,-1.2359074785491583e-06,mse,BTC,Bidirectional LSTM,1 day ahead
347,Volume t-7,-1.0930867126546055e-06,mse,BTC,Bidirectional LSTM,1 day ahead
247,Volume t-57,-1.0393295119361708e-06,mse,BTC,Bidirectional LSTM,1 day ahead
393,Close t-44,-1.02314395544951e-06,mse,BTC,Bidirectional LSTM,1 day ahead
97,Gtrend t-12,-1.0048181136525398e-06,mse,BTC,Bidirectional LSTM,1 day ahead
3,Gtrend t-59,-9.914496819178869e-07,mse,BTC,Bidirectional LSTM,1 day ahead
245,Volume t-58,-9.59846223166005e-07,mse,BTC,Bidirectional LSTM,1 day ahead
1,Gtrend t-60,-9.578289472730178e-07,mse,BTC,Bidirectional LSTM,1 day ahead
401,Close t-40,-8.28297578870426e-07,mse,BTC,Bidirectional LSTM,1 day ahead
343,Volume t-9,-7.696101240860925e-07,mse,BTC,Bidirectional LSTM,1 day ahead
403,Close t-39,-7.010470720772259e-07,mse,BTC,Bidirectional LSTM,1 day ahead
5,Gtrend t-58,-6.900775602754986e-07,mse,BTC,Bidirectional LSTM,1 day ahead
251,Volume t-55,-6.383757191106253e-07,mse,BTC,Bidirectional LSTM,1 day ahead
359,Volume t-1,-5.011999703267295e-07,mse,BTC,Bidirectional LSTM,1 day ahead
99,Gtrend t-11,-3.969749979232731e-07,mse,BTC,Bidirectional LSTM,1 day ahead
249,Volume t-56,-3.905271815202952e-07,mse,BTC,Bidirectional LSTM,1 day ahead
219,TYX t-11,-3.8439489711303114e-07,mse,BTC,Bidirectional LSTM,1 day ahead
7,Gtrend t-57,-3.589955202166085e-07,mse,BTC,Bidirectional LSTM,1 day ahead
95,Gtrend t-13,-3.495194707465489e-07,mse,BTC,Bidirectional LSTM,1 day ahead
9,Gtrend t-56,-3.493711164001632e-07,mse,BTC,Bidirectional LSTM,1 day ahead
341,Volume t-10,-3.388201201388018e-07,mse,BTC,Bidirectional LSTM,1 day ahead
407,Close t-37,-3.334122325715765e-07,mse,BTC,Bidirectional LSTM,1 day ahead
409,Close t-36,-2.7503308243663135e-07,mse,BTC,Bidirectional LSTM,1 day ahead
243,Volume t-59,-2.673585274741777e-07,mse,BTC,Bidirectional LSTM,1 day ahead
405,Close t-38,-2.520893656115467e-07,mse,BTC,Bidirectional LSTM,1 day ahead
213,TYX t-14,-2.051853325779271e-07,mse,BTC,Bidirectional LSTM,1 day ahead
11,Gtrend t-55,-1.679417190910814e-07,mse,BTC,Bidirectional LSTM,1 day ahead
339,Volume t-11,-1.5085164454609404e-07,mse,BTC,Bidirectional LSTM,1 day ahead
411,Close t-35,-1.2356297744990814e-07,mse,BTC,Bidirectional LSTM,1 day ahead
209,TYX t-16,-9.644989845940949e-08,mse,BTC,Bidirectional LSTM,1 day ahead
413,Close t-34,-8.15129914744691e-08,mse,BTC,Bidirectional LSTM,1 day ahead
415,Close t-33,-7.768550714997921e-08,mse,BTC,Bidirectional LSTM,1 day ahead
13,Gtrend t-54,-6.810251877774169e-08,mse,BTC,Bidirectional LSTM,1 day ahead
35,Gtrend t-43,-4.7639447214560884e-08,mse,BTC,Bidirectional LSTM,1 day ahead
39,Gtrend t-41,-3.5560379993719235e-08,mse,BTC,Bidirectional LSTM,1 day ahead
417,Close t-32,-3.405381182749155e-08,mse,BTC,Bidirectional LSTM,1 day ahead
29,Gtrend t-46,-2.9582762988604808e-08,mse,BTC,Bidirectional LSTM,1 day ahead
37,Gtrend t-42,-2.811874397451279e-08,mse,BTC,Bidirectional LSTM,1 day ahead
207,TYX t-17,-2.6148425357917435e-08,mse,BTC,Bidirectional LSTM,1 day ahead
23,Gtrend t-49,-2.2156685132012494e-08,mse,BTC,Bidirectional LSTM,1 day ahead
31,Gtrend t-45,-2.0952464553506203e-08,mse,BTC,Bidirectional LSTM,1 day ahead
215,TYX t-13,-1.880301502173165e-08,mse,BTC,Bidirectional LSTM,1 day ahead
421,Close t-30,-1.8237168974413395e-08,mse,BTC,Bidirectional LSTM,1 day ahead
83,Gtrend t-19,-1.7597510355805632e-08,mse,BTC,Bidirectional LSTM,1 day ahead
43,Gtrend t-39,-1.708075151392492e-08,mse,BTC,Bidirectional LSTM,1 day ahead
323,Volume t-19,-1.3561605231816529e-08,mse,BTC,Bidirectional LSTM,1 day ahead
419,Close t-31,-1.2271181396754718e-08,mse,BTC,Bidirectional LSTM,1 day ahead
41,Gtrend t-40,-1.2156056197450485e-08,mse,BTC,Bidirectional LSTM,1 day ahead
205,TYX t-18,-1.0743741814820199e-08,mse,BTC,Bidirectional LSTM,1 day ahead
329,Volume t-16,-9.910692497575035e-09,mse,BTC,Bidirectional LSTM,1 day ahead
45,Gtrend t-38,-8.15322161022182e-09,mse,BTC,Bidirectional LSTM,1 day ahead
261,Volume t-50,-6.8817013073284306e-09,mse,BTC,Bidirectional LSTM,1 day ahead
325,Volume t-18,-6.7920353189355326e-09,mse,BTC,Bidirectional LSTM,1 day ahead
199,TYX t-21,-5.247045474542425e-09,mse,BTC,Bidirectional LSTM,1 day ahead
47,Gtrend t-37,-4.1394305058325975e-09,mse,BTC,Bidirectional LSTM,1 day ahead
75,Gtrend t-23,-3.838226857438148e-09,mse,BTC,Bidirectional LSTM,1 day ahead
423,Close t-29,-3.3913489774686084e-09,mse,BTC,Bidirectional LSTM,1 day ahead
201,TYX t-20,-3.358482922972625e-09,mse,BTC,Bidirectional LSTM,1 day ahead
195,TYX t-23,-2.799584257777085e-09,mse,BTC,Bidirectional LSTM,1 day ahead
295,Volume t-33,-2.1869732372715306e-09,mse,BTC,Bidirectional LSTM,1 day ahead
313,Volume t-24,-1.776486734193089e-09,mse,BTC,Bidirectional LSTM,1 day ahead
309,Volume t-26,-1.736441147554696e-09,mse,BTC,Bidirectional LSTM,1 day ahead
71,Gtrend t-25,-1.7035074902343322e-09,mse,BTC,Bidirectional LSTM,1 day ahead
33,Gtrend t-44,-1.671343320902921e-09,mse,BTC,Bidirectional LSTM,1 day ahead
315,Volume t-23,-1.430877668955055e-09,mse,BTC,Bidirectional LSTM,1 day ahead
297,Volume t-32,-1.4037092569037235e-09,mse,BTC,Bidirectional LSTM,1 day ahead
51,Gtrend t-35,-1.2532639095345216e-09,mse,BTC,Bidirectional LSTM,1 day ahead
319,Volume t-21,-1.0302327062196998e-09,mse,BTC,Bidirectional LSTM,1 day ahead
311,Volume t-25,-9.832836645601306e-10,mse,BTC,Bidirectional LSTM,1 day ahead
303,Volume t-29,-8.498907920744675e-10,mse,BTC,Bidirectional LSTM,1 day ahead
331,Volume t-15,-7.394782171581821e-10,mse,BTC,Bidirectional LSTM,1 day ahead
305,Volume t-28,-6.407706648267619e-10,mse,BTC,Bidirectional LSTM,1 day ahead
299,Volume t-31,-6.323493853110235e-10,mse,BTC,Bidirectional LSTM,1 day ahead
187,TYX t-27,-4.3490786254436753e-10,mse,BTC,Bidirectional LSTM,1 day ahead
49,Gtrend t-36,-4.331840723799385e-10,mse,BTC,Bidirectional LSTM,1 day ahead
307,Volume t-27,-2.9311432903252055e-10,mse,BTC,Bidirectional LSTM,1 day ahead
301,Volume t-30,-1.8284231875949353e-10,mse,BTC,Bidirectional LSTM,1 day ahead
63,Gtrend t-29,-7.264367970008512e-11,mse,BTC,Bidirectional LSTM,1 day ahead
321,Volume t-20,1.7497802447426214e-10,mse,BTC,Bidirectional LSTM,1 day ahead
193,TYX t-24,1.9359197665075323e-10,mse,BTC,Bidirectional LSTM,1 day ahead
53,Gtrend t-34,3.4973362595704105e-10,mse,BTC,Bidirectional LSTM,1 day ahead
189,TYX t-26,4.5649462291838527e-10,mse,BTC,Bidirectional LSTM,1 day ahead
317,Volume t-22,4.743026980284087e-10,mse,BTC,Bidirectional LSTM,1 day ahead
191,TYX t-25,6.149852862201433e-10,mse,BTC,Bidirectional LSTM,1 day ahead
65,Gtrend t-28,6.589912975116935e-10,mse,BTC,Bidirectional LSTM,1 day ahead
69,Gtrend t-26,7.231577940636225e-10,mse,BTC,Bidirectional LSTM,1 day ahead
67,Gtrend t-27,7.399037639087974e-10,mse,BTC,Bidirectional LSTM,1 day ahead
55,Gtrend t-33,9.267291792899174e-10,mse,BTC,Bidirectional LSTM,1 day ahead
61,Gtrend t-30,1.3719786710799514e-09,mse,BTC,Bidirectional LSTM,1 day ahead
293,Volume t-34,1.4358939738178672e-09,mse,BTC,Bidirectional LSTM,1 day ahead
289,Volume t-36,2.0880039706787368e-09,mse,BTC,Bidirectional LSTM,1 day ahead
59,Gtrend t-31,2.1212481621495777e-09,mse,BTC,Bidirectional LSTM,1 day ahead
183,TYX t-29,2.2425060708115147e-09,mse,BTC,Bidirectional LSTM,1 day ahead
185,TYX t-28,2.2823545748652807e-09,mse,BTC,Bidirectional LSTM,1 day ahead
57,Gtrend t-32,2.5831714005244283e-09,mse,BTC,Bidirectional LSTM,1 day ahead
425,Close t-28,2.8395780134801013e-09,mse,BTC,Bidirectional LSTM,1 day ahead
197,TYX t-22,3.749637998966965e-09,mse,BTC,Bidirectional LSTM,1 day ahead
203,TYX t-19,4.160639144193748e-09,mse,BTC,Bidirectional LSTM,1 day ahead
291,Volume t-35,5.2906447894560116e-09,mse,BTC,Bidirectional LSTM,1 day ahead
327,Volume t-17,5.667835843454344e-09,mse,BTC,Bidirectional LSTM,1 day ahead
181,TYX t-30,5.691477421082211e-09,mse,BTC,Bidirectional LSTM,1 day ahead
73,Gtrend t-24,6.016451280319718e-09,mse,BTC,Bidirectional LSTM,1 day ahead
179,TYX t-31,6.17837868257913e-09,mse,BTC,Bidirectional LSTM,1 day ahead
337,Volume t-12,6.668808850193025e-09,mse,BTC,Bidirectional LSTM,1 day ahead
287,Volume t-37,7.550460364358011e-09,mse,BTC,Bidirectional LSTM,1 day ahead
427,Close t-27,7.769153984212018e-09,mse,BTC,Bidirectional LSTM,1 day ahead
177,TYX t-32,7.88735128555082e-09,mse,BTC,Bidirectional LSTM,1 day ahead
77,Gtrend t-22,8.57353154421446e-09,mse,BTC,Bidirectional LSTM,1 day ahead
85,Gtrend t-18,1.1684595985651108e-08,mse,BTC,Bidirectional LSTM,1 day ahead
429,Close t-26,1.202718544332168e-08,mse,BTC,Bidirectional LSTM,1 day ahead
27,Gtrend t-47,1.677239587017168e-08,mse,BTC,Bidirectional LSTM,1 day ahead
333,Volume t-14,1.9023484057120732e-08,mse,BTC,Bidirectional LSTM,1 day ahead
335,Volume t-13,1.9450531911447896e-08,mse,BTC,Bidirectional LSTM,1 day ahead
171,TYX t-35,2.06333002716972e-08,mse,BTC,Bidirectional LSTM,1 day ahead
285,Volume t-38,2.343113138128343e-08,mse,BTC,Bidirectional LSTM,1 day ahead
431,Close t-25,2.579345078387689e-08,mse,BTC,Bidirectional LSTM,1 day ahead
79,Gtrend t-21,2.5801672219561908e-08,mse,BTC,Bidirectional LSTM,1 day ahead
433,Close t-24,2.6994344260768133e-08,mse,BTC,Bidirectional LSTM,1 day ahead
441,Close t-20,2.699541441580043e-08,mse,BTC,Bidirectional LSTM,1 day ahead
173,TYX t-34,3.097637336327459e-08,mse,BTC,Bidirectional LSTM,1 day ahead
81,Gtrend t-20,3.18820890959394e-08,mse,BTC,Bidirectional LSTM,1 day ahead
175,TYX t-33,3.227302656908827e-08,mse,BTC,Bidirectional LSTM,1 day ahead
435,Close t-23,3.392506120448134e-08,mse,BTC,Bidirectional LSTM,1 day ahead
17,Gtrend t-52,3.9598314436044973e-08,mse,BTC,Bidirectional LSTM,1 day ahead
211,TYX t-15,4.0616856321860906e-08,mse,BTC,Bidirectional LSTM,1 day ahead
15,Gtrend t-53,4.1218045112234244e-08,mse,BTC,Bidirectional LSTM,1 day ahead
21,Gtrend t-50,4.2787840755752204e-08,mse,BTC,Bidirectional LSTM,1 day ahead
283,Volume t-39,4.460643554071546e-08,mse,BTC,Bidirectional LSTM,1 day ahead
443,Close t-19,5.1268225676739596e-08,mse,BTC,Bidirectional LSTM,1 day ahead
437,Close t-22,5.576204356355814e-08,mse,BTC,Bidirectional LSTM,1 day ahead
169,TYX t-36,5.686354606127854e-08,mse,BTC,Bidirectional LSTM,1 day ahead
167,TYX t-37,6.048138905347979e-08,mse,BTC,Bidirectional LSTM,1 day ahead
25,Gtrend t-48,6.298085858781957e-08,mse,BTC,Bidirectional LSTM,1 day ahead
439,Close t-21,6.791050160387911e-08,mse,BTC,Bidirectional LSTM,1 day ahead
277,Volume t-42,7.587965759696912e-08,mse,BTC,Bidirectional LSTM,1 day ahead
279,Volume t-41,7.61751340996094e-08,mse,BTC,Bidirectional LSTM,1 day ahead
87,Gtrend t-17,9.043115989544603e-08,mse,BTC,Bidirectional LSTM,1 day ahead
165,TYX t-38,9.629392378677874e-08,mse,BTC,Bidirectional LSTM,1 day ahead
273,Volume t-44,1.018200244239792e-07,mse,BTC,Bidirectional LSTM,1 day ahead
271,Volume t-45,1.1106915906553168e-07,mse,BTC,Bidirectional LSTM,1 day ahead
281,Volume t-40,1.1616481554606838e-07,mse,BTC,Bidirectional LSTM,1 day ahead
163,TYX t-39,1.2577921342871515e-07,mse,BTC,Bidirectional LSTM,1 day ahead
161,TYX t-40,1.2943615875339945e-07,mse,BTC,Bidirectional LSTM,1 day ahead
19,Gtrend t-51,1.2981573795328542e-07,mse,BTC,Bidirectional LSTM,1 day ahead
275,Volume t-43,1.3502393790033873e-07,mse,BTC,Bidirectional LSTM,1 day ahead
89,Gtrend t-16,1.3807451513300067e-07,mse,BTC,Bidirectional LSTM,1 day ahead
445,Close t-18,1.9950742162033568e-07,mse,BTC,Bidirectional LSTM,1 day ahead
159,TYX t-41,2.1557622747179518e-07,mse,BTC,Bidirectional LSTM,1 day ahead
267,Volume t-47,2.3009183886305538e-07,mse,BTC,Bidirectional LSTM,1 day ahead
121,TYX t-60,2.408759928718661e-07,mse,BTC,Bidirectional LSTM,1 day ahead
263,Volume t-49,2.4887758765077157e-07,mse,BTC,Bidirectional LSTM,1 day ahead
157,TYX t-42,2.522669407002947e-07,mse,BTC,Bidirectional LSTM,1 day ahead
253,Volume t-54,2.6547306562567895e-07,mse,BTC,Bidirectional LSTM,1 day ahead
93,Gtrend t-14,2.7258643074245387e-07,mse,BTC,Bidirectional LSTM,1 day ahead
447,Close t-17,3.284033877411392e-07,mse,BTC,Bidirectional LSTM,1 day ahead
153,TYX t-44,3.947798261831441e-07,mse,BTC,Bidirectional LSTM,1 day ahead
147,TYX t-47,4.040898214827896e-07,mse,BTC,Bidirectional LSTM,1 day ahead
91,Gtrend t-15,4.4360668606567913e-07,mse,BTC,Bidirectional LSTM,1 day ahead
265,Volume t-48,4.5838219345077126e-07,mse,BTC,Bidirectional LSTM,1 day ahead
217,TYX t-12,4.935714448886519e-07,mse,BTC,Bidirectional LSTM,1 day ahead
269,Volume t-46,5.16360450016724e-07,mse,BTC,Bidirectional LSTM,1 day ahead
143,TYX t-49,5.387675689842979e-07,mse,BTC,Bidirectional LSTM,1 day ahead
155,TYX t-43,5.539154803234185e-07,mse,BTC,Bidirectional LSTM,1 day ahead
149,TYX t-46,6.552963375734168e-07,mse,BTC,Bidirectional LSTM,1 day ahead
449,Close t-16,6.642655022677871e-07,mse,BTC,Bidirectional LSTM,1 day ahead
139,TYX t-51,9.623285581843166e-07,mse,BTC,Bidirectional LSTM,1 day ahead
151,TYX t-45,9.751153526161953e-07,mse,BTC,Bidirectional LSTM,1 day ahead
255,Volume t-53,9.793365295383046e-07,mse,BTC,Bidirectional LSTM,1 day ahead
257,Volume t-52,1.0983911467037262e-06,mse,BTC,Bidirectional LSTM,1 day ahead
259,Volume t-51,1.2544305090741482e-06,mse,BTC,Bidirectional LSTM,1 day ahead
145,TYX t-48,1.2712334042301425e-06,mse,BTC,Bidirectional LSTM,1 day ahead
451,Close t-15,1.2884241381888768e-06,mse,BTC,Bidirectional LSTM,1 day ahead
135,TYX t-53,1.4354768180645672e-06,mse,BTC,Bidirectional LSTM,1 day ahead
123,TYX t-59,1.4822687543175443e-06,mse,BTC,Bidirectional LSTM,1 day ahead
141,TYX t-50,1.5247695022606658e-06,mse,BTC,Bidirectional LSTM,1 day ahead
125,TYX t-58,1.7930837683517806e-06,mse,BTC,Bidirectional LSTM,1 day ahead
129,TYX t-56,2.293785998594769e-06,mse,BTC,Bidirectional LSTM,1 day ahead
133,TYX t-54,2.334035546137968e-06,mse,BTC,Bidirectional LSTM,1 day ahead
131,TYX t-55,2.971121311370504e-06,mse,BTC,Bidirectional LSTM,1 day ahead
137,TYX t-52,3.0849883730702226e-06,mse,BTC,Bidirectional LSTM,1 day ahead
453,Close t-14,3.102272404123616e-06,mse,BTC,Bidirectional LSTM,1 day ahead
127,TYX t-57,3.4817082215812638e-06,mse,BTC,Bidirectional LSTM,1 day ahead
457,Close t-12,3.6934005084167214e-06,mse,BTC,Bidirectional LSTM,1 day ahead
235,TYX t-3,4.787030196134242e-06,mse,BTC,Bidirectional LSTM,1 day ahead
455,Close t-13,4.962608374465454e-06,mse,BTC,Bidirectional LSTM,1 day ahead
459,Close t-11,5.956486920653207e-06,mse,BTC,Bidirectional LSTM,1 day ahead
473,Close t-4,2.8953722427296552e-05,mse,BTC,Bidirectional LSTM,1 day ahead
237,TYX t-2,5.074512618511839e-05,mse,BTC,Bidirectional LSTM,1 day ahead
475,Close t-3,0.0009635814619686457,mse,BTC,Bidirectional LSTM,1 day ahead
477,Close t-2,0.00403885482205427,mse,BTC,Bidirectional LSTM,1 day ahead
479,Close t-1,0.01516372016455595,mse,BTC,Bidirectional LSTM,1 day ahead
