Date,Ticker,Gtrend
2016-07-14,FRC-USD,0
2016-07-15,FRC-USD,0
2016-07-16,FRC-USD,0
2016-07-17,FRC-USD,0
2016-07-18,FRC-USD,0
2016-07-19,FRC-USD,0
2016-07-20,FRC-USD,0
2016-07-21,FRC-USD,0
2016-07-22,FRC-USD,0
2016-07-23,FRC-USD,0
2016-07-24,FRC-USD,0
2016-07-25,FRC-USD,0
2016-07-26,FRC-USD,0
2016-07-27,FRC-USD,0
2016-07-28,FRC-USD,0
2016-07-29,FRC-USD,0
2016-07-30,FRC-USD,0
2016-07-31,FRC-USD,0
2016-08-01,FRC-USD,0
2016-08-02,FRC-USD,0
2016-08-03,FRC-USD,0
2016-08-04,FRC-USD,0
2016-08-05,FRC-USD,0
2016-08-06,FRC-USD,0
2016-08-07,FRC-USD,0
2016-08-08,FRC-USD,0
2016-08-09,FRC-USD,0
2016-08-10,FRC-USD,0
2016-08-11,FRC-USD,0
2016-08-12,FRC-USD,0
2016-08-13,FRC-USD,0
2016-08-14,FRC-USD,0
2016-08-15,FRC-USD,0
2016-08-16,FRC-USD,0
2016-08-17,FRC-USD,0
2016-08-18,FRC-USD,0
2016-08-19,FRC-USD,0
2016-08-20,FRC-USD,0
2016-08-21,FRC-USD,0
2016-08-22,FRC-USD,0
2016-08-23,FRC-USD,51
2016-08-24,FRC-USD,0
2016-08-25,FRC-USD,0
2016-08-26,FRC-USD,0
2016-08-27,FRC-USD,0
2016-08-28,FRC-USD,0
2016-08-29,FRC-USD,0
2016-08-30,FRC-USD,0
2016-08-31,FRC-USD,0
2016-09-01,FRC-USD,0
2016-09-02,FRC-USD,0
2016-09-03,FRC-USD,0
2016-09-04,FRC-USD,0
2016-09-05,FRC-USD,0
2016-09-06,FRC-USD,0
2016-09-07,FRC-USD,0
2016-09-08,FRC-USD,0
2016-09-09,FRC-USD,100
2016-09-10,FRC-USD,0
2016-09-11,FRC-USD,0
2016-09-12,FRC-USD,0
2016-09-13,FRC-USD,0
2016-09-14,FRC-USD,0
2016-09-15,FRC-USD,0
2016-09-16,FRC-USD,0
2016-09-17,FRC-USD,0
2016-09-18,FRC-USD,0
2016-09-19,FRC-USD,0
2016-09-20,FRC-USD,0
2016-09-21,FRC-USD,0
2016-09-22,FRC-USD,0
2016-09-23,FRC-USD,0
2016-09-24,FRC-USD,0
2016-09-25,FRC-USD,0
2016-09-26,FRC-USD,0
2016-09-27,FRC-USD,0
2016-09-28,FRC-USD,0
2016-09-29,FRC-USD,0
2016-09-30,FRC-USD,0
2016-10-01,FRC-USD,0
2016-10-02,FRC-USD,0
2016-10-03,FRC-USD,0
2016-10-04,FRC-USD,0
2016-10-05,FRC-USD,0
2016-10-06,FRC-USD,0
2016-10-07,FRC-USD,0
2016-10-08,FRC-USD,0
2016-10-09,FRC-USD,0
2016-10-10,FRC-USD,0
2016-10-11,FRC-USD,0
2016-10-12,FRC-USD,0
2016-10-13,FRC-USD,0
2016-10-14,FRC-USD,0
2016-10-15,FRC-USD,0
2016-10-16,FRC-USD,0
2016-10-17,FRC-USD,46
2016-10-18,FRC-USD,0
2016-10-19,FRC-USD,0
2016-10-20,FRC-USD,0
2016-10-21,FRC-USD,0
2016-10-22,FRC-USD,0
2016-10-23,FRC-USD,0
2016-10-24,FRC-USD,0
2016-10-25,FRC-USD,0
2016-10-26,FRC-USD,0
2016-10-27,FRC-USD,0
2016-10-28,FRC-USD,0
2016-10-29,FRC-USD,0
2016-10-30,FRC-USD,0
2016-10-31,FRC-USD,47
2016-11-01,FRC-USD,0
2016-11-02,FRC-USD,0
2016-11-03,FRC-USD,0
2016-11-04,FRC-USD,0
2016-11-05,FRC-USD,0
2016-11-06,FRC-USD,0
2016-11-07,FRC-USD,45
2016-11-08,FRC-USD,0
2016-11-09,FRC-USD,0
2016-11-10,FRC-USD,0
2016-11-11,FRC-USD,0
2016-11-12,FRC-USD,0
2016-11-13,FRC-USD,51
2016-11-14,FRC-USD,0
2016-11-15,FRC-USD,0
2016-11-16,FRC-USD,0
2016-11-17,FRC-USD,0
2016-11-18,FRC-USD,0
2016-11-19,FRC-USD,0
2016-11-20,FRC-USD,0
2016-11-21,FRC-USD,0
2016-11-22,FRC-USD,0
2016-11-23,FRC-USD,0
2016-11-24,FRC-USD,0
2016-11-25,FRC-USD,0
2016-11-26,FRC-USD,0
2016-11-27,FRC-USD,0
2016-11-28,FRC-USD,0
2016-11-29,FRC-USD,0
2016-11-30,FRC-USD,0
2016-12-01,FRC-USD,0
2016-12-02,FRC-USD,0
2016-12-03,FRC-USD,0
2016-12-04,FRC-USD,0
2016-12-05,FRC-USD,0
2016-12-06,FRC-USD,0
2016-12-07,FRC-USD,0
2016-12-08,FRC-USD,0
2016-12-09,FRC-USD,46
2016-12-10,FRC-USD,0
2016-12-11,FRC-USD,0
2016-12-12,FRC-USD,0
2016-12-13,FRC-USD,0
2016-12-14,FRC-USD,0
2016-12-15,FRC-USD,0
2016-12-16,FRC-USD,0
2016-12-17,FRC-USD,0
2016-12-18,FRC-USD,0
2016-12-19,FRC-USD,0
2016-12-20,FRC-USD,0
2016-12-21,FRC-USD,0
2016-12-22,FRC-USD,0
2016-12-23,FRC-USD,0
2016-12-24,FRC-USD,0
2016-12-25,FRC-USD,0
2016-12-26,FRC-USD,0
2016-12-27,FRC-USD,0
2016-12-28,FRC-USD,0
2016-12-29,FRC-USD,0
2016-12-30,FRC-USD,0
2016-12-31,FRC-USD,0
2017-01-01,FRC-USD,0
2017-01-02,FRC-USD,0
2017-01-03,FRC-USD,0
2017-01-04,FRC-USD,0
2017-01-05,FRC-USD,0
2017-01-06,FRC-USD,0
2017-01-07,FRC-USD,0
2017-01-08,FRC-USD,0
2017-01-09,FRC-USD,0
2017-01-10,FRC-USD,0
2017-01-11,FRC-USD,0
2017-01-12,FRC-USD,0
2017-01-13,FRC-USD,0
2017-01-14,FRC-USD,0
2017-01-15,FRC-USD,0
2017-01-16,FRC-USD,0
2017-01-17,FRC-USD,0
2017-01-18,FRC-USD,0
2017-01-19,FRC-USD,0
2017-01-20,FRC-USD,44
2017-01-21,FRC-USD,0
2017-01-22,FRC-USD,0
2017-01-23,FRC-USD,0
2017-01-24,FRC-USD,0
2017-01-25,FRC-USD,0
2017-01-26,FRC-USD,0
2017-01-27,FRC-USD,0
2017-01-28,FRC-USD,0
2017-01-29,FRC-USD,0
2017-01-30,FRC-USD,0
2017-01-30,FRC-USD,0
2017-01-31,FRC-USD,0
2017-02-01,FRC-USD,75
2017-02-02,FRC-USD,0
2017-02-03,FRC-USD,0
2017-02-04,FRC-USD,0
2017-02-05,FRC-USD,0
2017-02-06,FRC-USD,0
2017-02-07,FRC-USD,0
2017-02-08,FRC-USD,77
2017-02-09,FRC-USD,0
2017-02-10,FRC-USD,0
2017-02-11,FRC-USD,0
2017-02-12,FRC-USD,87
2017-02-13,FRC-USD,0
2017-02-14,FRC-USD,0
2017-02-15,FRC-USD,0
2017-02-16,FRC-USD,0
2017-02-17,FRC-USD,0
2017-02-18,FRC-USD,0
2017-02-19,FRC-USD,0
2017-02-20,FRC-USD,0
2017-02-21,FRC-USD,0
2017-02-22,FRC-USD,0
2017-02-23,FRC-USD,0
2017-02-24,FRC-USD,0
2017-02-25,FRC-USD,0
2017-02-26,FRC-USD,0
2017-02-27,FRC-USD,0
2017-02-28,FRC-USD,0
2017-03-01,FRC-USD,0
2017-03-02,FRC-USD,0
2017-03-03,FRC-USD,0
2017-03-04,FRC-USD,0
2017-03-05,FRC-USD,0
2017-03-06,FRC-USD,72
2017-03-07,FRC-USD,0
2017-03-08,FRC-USD,0
2017-03-09,FRC-USD,76
2017-03-10,FRC-USD,0
2017-03-11,FRC-USD,0
2017-03-12,FRC-USD,84
2017-03-13,FRC-USD,0
2017-03-14,FRC-USD,0
2017-03-15,FRC-USD,0
2017-03-16,FRC-USD,0
2017-03-17,FRC-USD,0
2017-03-18,FRC-USD,0
2017-03-19,FRC-USD,0
2017-03-20,FRC-USD,0
2017-03-21,FRC-USD,0
2017-03-22,FRC-USD,0
2017-03-23,FRC-USD,0
2017-03-24,FRC-USD,0
2017-03-25,FRC-USD,0
2017-03-26,FRC-USD,0
2017-03-27,FRC-USD,0
2017-03-28,FRC-USD,0
2017-03-29,FRC-USD,0
2017-03-30,FRC-USD,0
2017-03-31,FRC-USD,0
2017-04-01,FRC-USD,0
2017-04-02,FRC-USD,0
2017-04-03,FRC-USD,0
2017-04-04,FRC-USD,0
2017-04-05,FRC-USD,0
2017-04-06,FRC-USD,0
2017-04-07,FRC-USD,0
2017-04-08,FRC-USD,0
2017-04-09,FRC-USD,0
2017-04-10,FRC-USD,0
2017-04-11,FRC-USD,0
2017-04-12,FRC-USD,0
2017-04-13,FRC-USD,0
2017-04-14,FRC-USD,0
2017-04-15,FRC-USD,0
2017-04-16,FRC-USD,0
2017-04-17,FRC-USD,0
2017-04-18,FRC-USD,0
2017-04-19,FRC-USD,0
2017-04-20,FRC-USD,0
2017-04-21,FRC-USD,0
2017-04-22,FRC-USD,0
2017-04-23,FRC-USD,0
2017-04-24,FRC-USD,0
2017-04-25,FRC-USD,0
2017-04-26,FRC-USD,0
2017-04-27,FRC-USD,0
2017-04-28,FRC-USD,0
2017-04-29,FRC-USD,0
2017-04-30,FRC-USD,92
2017-05-01,FRC-USD,0
2017-05-02,FRC-USD,0
2017-05-03,FRC-USD,77
2017-05-04,FRC-USD,0
2017-05-05,FRC-USD,80
2017-05-06,FRC-USD,0
2017-05-07,FRC-USD,0
2017-05-08,FRC-USD,0
2017-05-09,FRC-USD,0
2017-05-10,FRC-USD,0
2017-05-11,FRC-USD,0
2017-05-12,FRC-USD,0
2017-05-13,FRC-USD,0
2017-05-14,FRC-USD,0
2017-05-15,FRC-USD,0
2017-05-16,FRC-USD,0
2017-05-17,FRC-USD,0
2017-05-18,FRC-USD,0
2017-05-19,FRC-USD,0
2017-05-20,FRC-USD,0
2017-05-21,FRC-USD,0
2017-05-22,FRC-USD,0
2017-05-23,FRC-USD,80
2017-05-24,FRC-USD,0
2017-05-25,FRC-USD,0
2017-05-26,FRC-USD,35
2017-05-27,FRC-USD,39
2017-05-28,FRC-USD,38
2017-05-29,FRC-USD,0
2017-05-30,FRC-USD,0
2017-05-31,FRC-USD,0
2017-06-01,FRC-USD,0
2017-06-02,FRC-USD,0
2017-06-03,FRC-USD,0
2017-06-04,FRC-USD,0
2017-06-05,FRC-USD,0
2017-06-06,FRC-USD,31
2017-06-07,FRC-USD,0
2017-06-08,FRC-USD,31
2017-06-09,FRC-USD,0
2017-06-10,FRC-USD,0
2017-06-11,FRC-USD,0
2017-06-12,FRC-USD,31
2017-06-13,FRC-USD,0
2017-06-14,FRC-USD,0
2017-06-15,FRC-USD,0
2017-06-16,FRC-USD,0
2017-06-17,FRC-USD,0
2017-06-18,FRC-USD,0
2017-06-19,FRC-USD,0
2017-06-20,FRC-USD,0
2017-06-21,FRC-USD,0
2017-06-22,FRC-USD,0
2017-06-23,FRC-USD,32
2017-06-24,FRC-USD,0
2017-06-25,FRC-USD,0
2017-06-26,FRC-USD,0
2017-06-27,FRC-USD,0
2017-06-28,FRC-USD,0
2017-06-29,FRC-USD,0
2017-06-30,FRC-USD,0
2017-07-01,FRC-USD,0
2017-07-02,FRC-USD,0
2017-07-03,FRC-USD,0
2017-07-04,FRC-USD,0
2017-07-05,FRC-USD,0
2017-07-06,FRC-USD,0
2017-07-07,FRC-USD,0
2017-07-08,FRC-USD,0
2017-07-09,FRC-USD,0
2017-07-10,FRC-USD,0
2017-07-11,FRC-USD,0
2017-07-12,FRC-USD,0
2017-07-13,FRC-USD,0
2017-07-14,FRC-USD,0
2017-07-15,FRC-USD,0
2017-07-16,FRC-USD,0
2017-07-17,FRC-USD,0
2017-07-18,FRC-USD,0
2017-07-19,FRC-USD,0
2017-07-20,FRC-USD,0
2017-07-21,FRC-USD,0
2017-07-22,FRC-USD,0
2017-07-23,FRC-USD,0
2017-07-24,FRC-USD,32
2017-07-25,FRC-USD,0
2017-07-26,FRC-USD,31
2017-07-27,FRC-USD,32
2017-07-28,FRC-USD,0
2017-07-29,FRC-USD,0
2017-07-30,FRC-USD,0
2017-07-31,FRC-USD,0
2017-08-01,FRC-USD,0
2017-08-02,FRC-USD,0
2017-08-03,FRC-USD,0
2017-08-04,FRC-USD,0
2017-08-05,FRC-USD,0
2017-08-06,FRC-USD,0
2017-08-07,FRC-USD,0
2017-08-08,FRC-USD,0
2017-08-09,FRC-USD,0
2017-08-10,FRC-USD,0
2017-08-11,FRC-USD,0
2017-08-12,FRC-USD,0
2017-08-13,FRC-USD,0
2017-08-14,FRC-USD,32
2017-08-15,FRC-USD,0
2017-08-16,FRC-USD,0
2017-08-17,FRC-USD,0
2017-08-18,FRC-USD,0
2017-08-19,FRC-USD,0
2017-08-20,FRC-USD,0
2017-08-21,FRC-USD,0
2017-08-22,FRC-USD,0
2017-08-23,FRC-USD,0
2017-08-24,FRC-USD,0
2017-08-25,FRC-USD,0
2017-08-26,FRC-USD,0
2017-08-27,FRC-USD,0
2017-08-28,FRC-USD,0
2017-08-29,FRC-USD,0
2017-08-30,FRC-USD,0
2017-08-31,FRC-USD,0
2017-09-01,FRC-USD,0
2017-09-02,FRC-USD,0
2017-09-03,FRC-USD,0
2017-09-04,FRC-USD,0
2017-09-05,FRC-USD,0
2017-09-06,FRC-USD,0
2017-09-07,FRC-USD,0
2017-09-08,FRC-USD,0
2017-09-09,FRC-USD,0
2017-09-10,FRC-USD,0
2017-09-11,FRC-USD,0
2017-09-12,FRC-USD,0
2017-09-13,FRC-USD,0
2017-09-14,FRC-USD,0
2017-09-15,FRC-USD,0
2017-09-16,FRC-USD,0
2017-09-17,FRC-USD,0
2017-09-18,FRC-USD,0
2017-09-19,FRC-USD,30
2017-09-20,FRC-USD,0
2017-09-21,FRC-USD,0
2017-09-22,FRC-USD,0
2017-09-23,FRC-USD,0
2017-09-24,FRC-USD,0
2017-09-25,FRC-USD,0
2017-09-26,FRC-USD,30
2017-09-27,FRC-USD,0
2017-09-28,FRC-USD,0
2017-09-29,FRC-USD,0
2017-09-30,FRC-USD,36
2017-10-01,FRC-USD,0
2017-10-02,FRC-USD,30
2017-10-03,FRC-USD,0
2017-10-04,FRC-USD,0
2017-10-05,FRC-USD,0
2017-10-06,FRC-USD,0
2017-10-07,FRC-USD,0
2017-10-08,FRC-USD,0
2017-10-09,FRC-USD,30
2017-10-10,FRC-USD,0
2017-10-11,FRC-USD,0
2017-10-12,FRC-USD,0
2017-10-13,FRC-USD,0
2017-10-14,FRC-USD,0
2017-10-15,FRC-USD,0
2017-10-16,FRC-USD,0
2017-10-17,FRC-USD,0
2017-10-18,FRC-USD,0
2017-10-19,FRC-USD,0
2017-10-20,FRC-USD,0
2017-10-21,FRC-USD,0
2017-10-22,FRC-USD,0
2017-10-23,FRC-USD,0
2017-10-24,FRC-USD,0
2017-10-25,FRC-USD,0
2017-10-26,FRC-USD,0
2017-10-27,FRC-USD,0
2017-10-28,FRC-USD,0
2017-10-29,FRC-USD,0
2017-10-30,FRC-USD,0
2017-10-31,FRC-USD,0
2017-11-01,FRC-USD,31
2017-11-02,FRC-USD,30
2017-11-03,FRC-USD,0
2017-11-04,FRC-USD,34
2017-11-05,FRC-USD,0
2017-11-06,FRC-USD,0
2017-11-07,FRC-USD,0
2017-11-08,FRC-USD,0
2017-11-09,FRC-USD,0
2017-11-10,FRC-USD,0
2017-11-11,FRC-USD,0
2017-11-12,FRC-USD,33
2017-11-13,FRC-USD,29
2017-11-14,FRC-USD,0
2017-11-15,FRC-USD,0
2017-11-16,FRC-USD,0
2017-11-17,FRC-USD,0
2017-11-18,FRC-USD,100
2017-11-19,FRC-USD,0
2017-11-20,FRC-USD,0
2017-11-21,FRC-USD,29
2017-11-22,FRC-USD,0
2017-11-23,FRC-USD,30
2017-11-24,FRC-USD,0
2017-11-25,FRC-USD,0
2017-11-26,FRC-USD,33
2017-11-27,FRC-USD,0
2017-11-28,FRC-USD,0
2017-11-29,FRC-USD,58
2017-11-30,FRC-USD,0
2017-12-01,FRC-USD,0
2017-12-02,FRC-USD,0
2017-12-03,FRC-USD,0
2017-12-04,FRC-USD,0
2017-12-05,FRC-USD,58
2017-12-06,FRC-USD,29
2017-12-07,FRC-USD,29
2017-12-08,FRC-USD,31
2017-12-09,FRC-USD,34
2017-12-10,FRC-USD,0
2017-12-11,FRC-USD,29
2017-12-12,FRC-USD,58
2017-12-13,FRC-USD,29
2017-12-14,FRC-USD,0
2017-12-15,FRC-USD,0
2017-12-16,FRC-USD,0
2017-12-17,FRC-USD,0
2017-12-18,FRC-USD,0
2017-12-19,FRC-USD,0
2017-12-20,FRC-USD,0
2017-12-21,FRC-USD,0
2017-12-22,FRC-USD,33
2017-12-23,FRC-USD,0
2017-12-24,FRC-USD,0
2017-12-25,FRC-USD,0
2017-12-26,FRC-USD,0
2017-12-27,FRC-USD,0
2017-12-28,FRC-USD,95
2017-12-29,FRC-USD,0
2017-12-30,FRC-USD,0
2017-12-31,FRC-USD,36
2018-01-01,FRC-USD,0
2018-01-02,FRC-USD,30
2018-01-03,FRC-USD,0
2018-01-04,FRC-USD,0
2018-01-05,FRC-USD,30
2018-01-06,FRC-USD,0
2018-01-07,FRC-USD,33
2018-01-08,FRC-USD,29
2018-01-09,FRC-USD,0
2018-01-10,FRC-USD,0
2018-01-11,FRC-USD,0
2018-01-12,FRC-USD,30
2018-01-13,FRC-USD,33
2018-01-14,FRC-USD,32
2018-01-15,FRC-USD,0
2018-01-16,FRC-USD,28
2018-01-17,FRC-USD,0
2018-01-18,FRC-USD,0
2018-01-19,FRC-USD,30
2018-01-20,FRC-USD,0
2018-01-21,FRC-USD,64
2018-01-22,FRC-USD,0
2018-01-23,FRC-USD,0
2018-01-24,FRC-USD,0
2018-01-25,FRC-USD,0
2018-01-26,FRC-USD,0
2018-01-27,FRC-USD,0
2018-01-28,FRC-USD,32
2018-01-29,FRC-USD,0
2018-01-30,FRC-USD,0
2018-01-30,FRC-USD,0
2018-01-31,FRC-USD,0
2018-02-01,FRC-USD,0
2018-02-02,FRC-USD,0
2018-02-03,FRC-USD,55
2018-02-04,FRC-USD,0
2018-02-05,FRC-USD,48
2018-02-06,FRC-USD,48
2018-02-07,FRC-USD,0
2018-02-08,FRC-USD,0
2018-02-09,FRC-USD,0
2018-02-10,FRC-USD,0
2018-02-11,FRC-USD,0
2018-02-12,FRC-USD,0
2018-02-13,FRC-USD,0
2018-02-14,FRC-USD,0
2018-02-15,FRC-USD,0
2018-02-16,FRC-USD,0
2018-02-17,FRC-USD,0
2018-02-18,FRC-USD,0
2018-02-19,FRC-USD,0
2018-02-20,FRC-USD,48
2018-02-21,FRC-USD,0
2018-02-22,FRC-USD,96
2018-02-23,FRC-USD,50
2018-02-24,FRC-USD,0
2018-02-25,FRC-USD,0
2018-02-26,FRC-USD,0
2018-02-27,FRC-USD,0
2018-02-28,FRC-USD,0
2018-03-01,FRC-USD,0
2018-03-02,FRC-USD,0
2018-03-03,FRC-USD,0
2018-03-04,FRC-USD,0
2018-03-05,FRC-USD,0
2018-03-06,FRC-USD,0
2018-03-07,FRC-USD,0
2018-03-08,FRC-USD,0
2018-03-09,FRC-USD,0
2018-03-10,FRC-USD,0
2018-03-11,FRC-USD,0
2018-03-12,FRC-USD,0
2018-03-13,FRC-USD,0
2018-03-14,FRC-USD,0
2018-03-15,FRC-USD,0
2018-03-16,FRC-USD,0
2018-03-17,FRC-USD,0
2018-03-18,FRC-USD,0
2018-03-19,FRC-USD,0
2018-03-20,FRC-USD,0
2018-03-21,FRC-USD,0
2018-03-22,FRC-USD,0
2018-03-23,FRC-USD,0
2018-03-24,FRC-USD,0
2018-03-25,FRC-USD,0
2018-03-26,FRC-USD,0
2018-03-27,FRC-USD,0
2018-03-28,FRC-USD,0
2018-03-29,FRC-USD,0
2018-03-30,FRC-USD,0
2018-03-31,FRC-USD,0
2018-04-01,FRC-USD,0
2018-04-02,FRC-USD,0
2018-04-03,FRC-USD,0
2018-04-04,FRC-USD,0
2018-04-05,FRC-USD,0
2018-04-06,FRC-USD,0
2018-04-07,FRC-USD,0
2018-04-08,FRC-USD,0
2018-04-09,FRC-USD,0
2018-04-10,FRC-USD,0
2018-04-11,FRC-USD,0
2018-04-12,FRC-USD,0
2018-04-13,FRC-USD,50
2018-04-14,FRC-USD,0
2018-04-15,FRC-USD,55
2018-04-16,FRC-USD,0
2018-04-17,FRC-USD,0
2018-04-18,FRC-USD,0
2018-04-19,FRC-USD,0
2018-04-20,FRC-USD,0
2018-04-21,FRC-USD,0
2018-04-22,FRC-USD,0
2018-04-23,FRC-USD,0
2018-04-24,FRC-USD,0
2018-04-25,FRC-USD,0
2018-04-26,FRC-USD,0
2018-04-27,FRC-USD,0
2018-04-28,FRC-USD,0
2018-04-29,FRC-USD,0
2018-04-30,FRC-USD,0
2018-05-01,FRC-USD,0
2018-05-02,FRC-USD,0
2018-05-03,FRC-USD,0
2018-05-04,FRC-USD,50
2018-05-05,FRC-USD,0
2018-05-06,FRC-USD,55
2018-05-07,FRC-USD,0
2018-05-08,FRC-USD,0
2018-05-09,FRC-USD,48
2018-05-10,FRC-USD,0
2018-05-11,FRC-USD,50
2018-05-12,FRC-USD,0
2018-05-13,FRC-USD,0
2018-05-14,FRC-USD,0
2018-05-15,FRC-USD,0
2018-05-16,FRC-USD,0
2018-05-17,FRC-USD,0
2018-05-18,FRC-USD,0
2018-05-19,FRC-USD,0
2018-05-20,FRC-USD,0
2018-05-21,FRC-USD,0
2018-05-22,FRC-USD,0
2018-05-23,FRC-USD,0
2018-05-24,FRC-USD,49
2018-05-25,FRC-USD,0
2018-05-26,FRC-USD,0
2018-05-27,FRC-USD,0
2018-05-28,FRC-USD,0
2018-05-29,FRC-USD,0
2018-05-30,FRC-USD,0
2018-05-31,FRC-USD,100
2018-06-01,FRC-USD,0
2018-06-02,FRC-USD,0
2018-06-03,FRC-USD,0
2018-06-04,FRC-USD,0
2018-06-05,FRC-USD,0
2018-06-06,FRC-USD,0
2018-06-07,FRC-USD,0
2018-06-08,FRC-USD,50
2018-06-09,FRC-USD,0
2018-06-10,FRC-USD,56
2018-06-11,FRC-USD,0
2018-06-12,FRC-USD,0
2018-06-13,FRC-USD,0
2018-06-14,FRC-USD,0
2018-06-15,FRC-USD,0
2018-06-16,FRC-USD,0
2018-06-17,FRC-USD,0
2018-06-18,FRC-USD,0
2018-06-19,FRC-USD,0
2018-06-20,FRC-USD,0
2018-06-21,FRC-USD,0
2018-06-22,FRC-USD,0
2018-06-23,FRC-USD,0
2018-06-24,FRC-USD,0
2018-06-25,FRC-USD,0
2018-06-26,FRC-USD,0
2018-06-27,FRC-USD,0
2018-06-28,FRC-USD,0
2018-06-29,FRC-USD,0
2018-06-30,FRC-USD,0
2018-07-01,FRC-USD,0
2018-07-02,FRC-USD,0
2018-07-03,FRC-USD,0
2018-07-04,FRC-USD,0
2018-07-05,FRC-USD,49
2018-07-06,FRC-USD,0
2018-07-07,FRC-USD,0
2018-07-08,FRC-USD,0
2018-07-09,FRC-USD,0
2018-07-10,FRC-USD,0
2018-07-11,FRC-USD,0
2018-07-12,FRC-USD,0
2018-07-13,FRC-USD,0
2018-07-14,FRC-USD,0
2018-07-15,FRC-USD,0
2018-07-16,FRC-USD,0
2018-07-17,FRC-USD,0
2018-07-18,FRC-USD,0
2018-07-19,FRC-USD,0
2018-07-20,FRC-USD,0
2018-07-21,FRC-USD,0
2018-07-22,FRC-USD,0
2018-07-23,FRC-USD,50
2018-07-24,FRC-USD,0
2018-07-25,FRC-USD,0
2018-07-26,FRC-USD,0
2018-07-27,FRC-USD,0
2018-07-28,FRC-USD,0
2018-07-29,FRC-USD,0
2018-07-30,FRC-USD,0
2018-07-31,FRC-USD,0
2018-08-01,FRC-USD,0
2018-08-02,FRC-USD,0
2018-08-03,FRC-USD,0
2018-08-04,FRC-USD,0
2018-08-05,FRC-USD,0
2018-08-06,FRC-USD,0
2018-08-07,FRC-USD,0
2018-08-08,FRC-USD,0
2018-08-09,FRC-USD,0
2018-08-10,FRC-USD,0
2018-08-11,FRC-USD,0
2018-08-12,FRC-USD,0
2018-08-13,FRC-USD,0
2018-08-14,FRC-USD,0
2018-08-15,FRC-USD,0
2018-08-16,FRC-USD,0
2018-08-17,FRC-USD,0
2018-08-18,FRC-USD,0
2018-08-19,FRC-USD,0
2018-08-20,FRC-USD,0
2018-08-21,FRC-USD,0
2018-08-22,FRC-USD,0
2018-08-23,FRC-USD,0
2018-08-24,FRC-USD,0
2018-08-25,FRC-USD,0
2018-08-26,FRC-USD,0
2018-08-27,FRC-USD,0
2018-08-28,FRC-USD,0
2018-08-29,FRC-USD,0
2018-08-30,FRC-USD,0
2018-08-31,FRC-USD,0
2018-09-01,FRC-USD,0
2018-09-02,FRC-USD,0
2018-09-03,FRC-USD,0
2018-09-04,FRC-USD,0
2018-09-05,FRC-USD,0
2018-09-06,FRC-USD,0
2018-09-07,FRC-USD,0
2018-09-08,FRC-USD,0
2018-09-09,FRC-USD,0
2018-09-10,FRC-USD,46
2018-09-11,FRC-USD,0
2018-09-12,FRC-USD,0
2018-09-13,FRC-USD,0
2018-09-14,FRC-USD,0
2018-09-15,FRC-USD,0
2018-09-16,FRC-USD,0
2018-09-17,FRC-USD,0
2018-09-18,FRC-USD,0
2018-09-19,FRC-USD,0
2018-09-20,FRC-USD,0
2018-09-21,FRC-USD,0
2018-09-22,FRC-USD,0
2018-09-23,FRC-USD,0
2018-09-24,FRC-USD,0
2018-09-25,FRC-USD,0
2018-09-26,FRC-USD,0
2018-09-27,FRC-USD,0
2018-09-28,FRC-USD,0
2018-09-29,FRC-USD,0
2018-09-30,FRC-USD,0
2018-10-01,FRC-USD,47
2018-10-02,FRC-USD,0
2018-10-03,FRC-USD,0
2018-10-04,FRC-USD,0
2018-10-05,FRC-USD,0
2018-10-06,FRC-USD,55
2018-10-07,FRC-USD,0
2018-10-08,FRC-USD,47
2018-10-09,FRC-USD,0
2018-10-10,FRC-USD,0
2018-10-11,FRC-USD,0
2018-10-12,FRC-USD,0
2018-10-13,FRC-USD,0
2018-10-14,FRC-USD,0
2018-10-15,FRC-USD,0
2018-10-16,FRC-USD,0
2018-10-17,FRC-USD,0
2018-10-18,FRC-USD,0
2018-10-19,FRC-USD,0
2018-10-20,FRC-USD,0
2018-10-21,FRC-USD,54
2018-10-22,FRC-USD,0
2018-10-23,FRC-USD,0
2018-10-24,FRC-USD,0
2018-10-25,FRC-USD,0
2018-10-26,FRC-USD,0
2018-10-27,FRC-USD,0
2018-10-28,FRC-USD,0
2018-10-29,FRC-USD,0
2018-10-30,FRC-USD,47
2018-10-31,FRC-USD,0
2018-11-01,FRC-USD,0
2018-11-02,FRC-USD,0
2018-11-03,FRC-USD,0
2018-11-04,FRC-USD,0
2018-11-05,FRC-USD,0
2018-11-06,FRC-USD,0
2018-11-07,FRC-USD,0
2018-11-08,FRC-USD,0
2018-11-09,FRC-USD,0
2018-11-10,FRC-USD,0
2018-11-11,FRC-USD,0
2018-11-12,FRC-USD,0
2018-11-13,FRC-USD,47
2018-11-14,FRC-USD,0
2018-11-15,FRC-USD,0
2018-11-16,FRC-USD,0
2018-11-17,FRC-USD,0
2018-11-18,FRC-USD,0
2018-11-19,FRC-USD,0
2018-11-20,FRC-USD,0
2018-11-21,FRC-USD,0
2018-11-22,FRC-USD,0
2018-11-23,FRC-USD,0
2018-11-24,FRC-USD,0
2018-11-25,FRC-USD,0
2018-11-26,FRC-USD,0
2018-11-27,FRC-USD,46
2018-11-28,FRC-USD,0
2018-11-29,FRC-USD,48
2018-11-30,FRC-USD,0
2018-12-01,FRC-USD,0
2018-12-02,FRC-USD,0
