Date,Open,High,Low,Close,Adj Close,Volume
2022-05-09,3.2739999294281006,3.2769999504089355,3.197999954223633,3.2079999446868896,3.2079999446868896,0
2022-05-10,3.121000051498413,3.138000011444092,3.062999963760376,3.130000114440918,3.130000114440918,0
2022-05-11,3.0999999046325684,3.2139999866485596,3.0380001068115234,3.0439999103546143,3.0439999103546143,0
2022-05-12,2.989000082015991,3.0329999923706055,2.9739999771118164,2.984999895095825,2.984999895095825,0
2022-05-13,3.061000108718872,3.0959999561309814,3.0460000038146973,3.0929999351501465,3.0929999351501465,0
2022-05-16,3.1010000705718994,3.1080000400543213,3.053999900817871,3.0840001106262207,3.0840001106262207,0
2022-05-17,3.1050000190734863,3.1740000247955322,3.1050000190734863,3.1619999408721924,3.1619999408721924,0
2022-05-18,3.187999963760376,3.2019999027252197,3.068000078201294,3.072000026702881,3.072000026702881,0
2022-05-19,3.007999897003174,3.075000047683716,2.9749999046325684,3.065999984741211,3.065999984741211,0
2022-05-20,3.059000015258789,3.069000005722046,2.9800000190734863,2.996000051498413,2.996000051498413,0
2022-05-23,3.0329999923706055,3.072000026702881,3.009000062942505,3.065000057220459,3.065000057220459,0
2022-05-24,3.0160000324249268,3.0320000648498535,2.940999984741211,2.9730000495910645,2.9730000495910645,0
2022-05-25,2.9509999752044678,2.992000102996826,2.9240000247955322,2.9649999141693115,2.9649999141693115,0
2022-05-26,2.9800000190734863,3.0269999504089355,2.9670000076293945,2.990999937057495,2.990999937057495,0
2022-05-27,2.947000026702881,2.9800000190734863,2.940000057220459,2.9719998836517334,2.9719998836517334,0
2022-05-31,3.0260000228881836,3.0850000381469727,3.0260000228881836,3.056999921798706,3.056999921798706,0
2022-06-01,3.069000005722046,3.1040000915527344,3.0299999713897705,3.0759999752044678,3.0759999752044678,0
2022-06-02,3.061000108718872,3.11299991607666,3.0480000972747803,3.0759999752044678,3.0759999752044678,0
2022-06-03,3.0929999351501465,3.1579999923706055,3.0910000801086426,3.114000082015991,3.114000082015991,0
2022-06-06,3.130000114440918,3.196000099182129,3.115000009536743,3.190999984741211,3.190999984741211,0
2022-06-07,3.180999994277954,3.180999994277954,3.1059999465942383,3.122999906539917,3.122999906539917,0
2022-06-08,3.1570000648498535,3.186000108718872,3.1389999389648438,3.177000045776367,3.177000045776367,0
2022-06-09,3.187000036239624,3.2100000381469727,3.1579999923706055,3.1710000038146973,3.1710000038146973,0
2022-06-10,3.1579999923706055,3.23799991607666,3.0980000495910645,3.196000099182129,3.196000099182129,0
2022-06-13,3.2929999828338623,3.3889999389648438,3.2679998874664307,3.367000102996826,3.367000102996826,0
2022-06-14,3.3499999046325684,3.446000099182129,3.313999891281128,3.431999921798706,3.431999921798706,0
2022-06-15,3.377000093460083,3.4590001106262207,3.3580000400543213,3.4130001068115234,3.4130001068115234,0
2022-06-16,3.441999912261963,3.4719998836517334,3.3570001125335693,3.361999988555908,3.361999988555908,0
2022-06-17,3.2929999828338623,3.3340001106262207,3.246000051498413,3.2939999103546143,3.2939999103546143,0
2022-06-21,3.3550000190734863,3.3949999809265137,3.3350000381469727,3.390000104904175,3.390000104904175,0
2022-06-22,3.2869999408721924,3.2899999618530273,3.2279999256134033,3.243000030517578,3.243000030517578,0
2022-06-23,3.2269999980926514,3.2339999675750732,3.1470000743865967,3.178999900817871,3.178999900817871,0
2022-06-24,3.240999937057495,3.2669999599456787,3.194999933242798,3.256999969482422,3.256999969482422,0
2022-06-27,3.309999942779541,3.3420000076293945,3.2869999408721924,3.305000066757202,3.305000066757202,0
2022-06-28,3.3519999980926514,3.36299991607666,3.2909998893737793,3.309999942779541,3.309999942779541,0
2022-06-29,3.2720000743865967,3.302999973297119,3.2119998931884766,3.2119998931884766,3.2119998931884766,0
2022-06-30,3.1649999618530273,3.178999900817871,3.11899995803833,3.11899995803833,3.11899995803833,0
2022-07-01,3.1429998874664307,3.1440000534057617,3.0280001163482666,3.115999937057495,3.115999937057495,0
2022-07-05,3.0989999771118164,3.0989999771118164,3.01200008392334,3.0320000648498535,3.0320000648498535,0
2022-07-06,3.0350000858306885,3.134000062942505,2.994999885559082,3.11899995803833,3.11899995803833,0
2022-07-07,3.131999969482422,3.2060000896453857,3.120999813079834,3.194000005722046,3.194000005722046,0
