Feature,Importance,Metric,Ticker,Model,Scope
TYX t-41,7.300160478930506e-07,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-36,7.506364202627264e-07,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-37,8.20731086634708e-07,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-16,8.436935361971591e-07,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-49,8.482262450018076e-07,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-57,9.097868079095163e-07,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-43,1.0448372828515164e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-38,1.1866834231356004e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-14,1.1972241987880973e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-51,1.2764383335466846e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-39,1.3417259657963476e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-44,1.4085919933302764e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-52,1.4995833415606778e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-46,1.5066829073960737e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-45,1.5223630598520423e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-50,1.5413170016951618e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-40,1.5669612897974833e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-56,1.5952353794811656e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-8,1.6229832591600248e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-51,1.6423008974870978e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-41,1.7581692759120054e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-55,1.7930108241219142e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-56,1.830533546113948e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-47,1.9336915325182842e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-18,1.987196329404726e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-55,2.240503484710662e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-52,2.242225729927761e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-42,2.316411820348259e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-51,2.511939927231279e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-54,2.5364421305800085e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-58,2.576324290730781e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-43,2.5822563223740214e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-58,2.7948137574897516e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-53,2.8566047775213307e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-48,2.8580198884182832e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-17,2.971749286679627e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-50,3.0445596341170493e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-10,3.0474981705876265e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-60,3.0871360667448187e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-53,3.1653954513182446e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-52,3.182088344440715e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-54,3.1836252488287586e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-14,3.1908602942708544e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-49,3.2031336198589007e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-59,3.682108813438806e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-44,4.096763091160013e-06,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-53,4.589094922451131e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-13,4.735234261657884e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-45,5.218512890689531e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-57,5.219087648516366e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-12,5.587599455553378e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-57,5.966196562791695e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-54,6.45891287618652e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-46,6.525890291704355e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-47,7.0271919225014905e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-11,7.078558358519782e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-13,8.640131950446526e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-2,8.940439846007522e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-48,9.611167583086378e-06,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-50,1.223344313355237e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-49,1.2777873714007234e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-59,1.3120341699871668e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-51,1.408166727993659e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-53,1.4156768910565404e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-60,1.649830664343611e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-52,1.7279467254343976e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-59,1.801483261856026e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-12,1.996614736406643e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-55,2.1652707691438913e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-58,2.2159650879699858e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-54,2.290418421387226e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-57,2.311621798527664e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Gtrend t-56,2.313408331956453e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-11,2.9465032769990934e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Volume t-1,4.945115483752762e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-10,6.0866873147810696e-05,mse,LTC,Bidirectional LSTM,1 day ahead
TYX t-1,7.670272119852462e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-9,8.958302801675934e-05,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-8,0.00013685896779393279,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-7,0.0001939817082212995,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-6,0.000294342734409835,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-5,0.0004556596788982642,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-4,0.0006009623291986198,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-3,0.001014074837416301,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-2,0.0012167903136266157,mse,LTC,Bidirectional LSTM,1 day ahead
Close t-1,0.0015390634515429036,mse,LTC,Bidirectional LSTM,1 day ahead
